ScannerAge,OperatingHours,ScansPerformed,DaysSinceMaintenance,TubeWear,HeatLoad,TubeArcs,FilamentCurrent,FocalSpotDrift,GantryVibration,BearingTemperature,DetectorTemperature,DetectorDropouts,SNR,CoolantFlow,CoolantTemperature,ChillerCycles,Voltage,UPSHealth,WarningCodes,ErrorCodes,HealthScore,RULDays,FailureProbability,ComponentAtRisk
4.1,10141.0,32570.0,137,56.1,68.0,11,4.72,0.67,0.39,40.4,28.4,0,25.9,5.4,34.7,94,403.6,86.5,7,3,26.4,89.0,0.69,X-Ray Tube Anode
9.9,17953.0,45150.0,131,72.6,74.0,13,5.1,0.73,0.53,50.7,29.8,1,24.9,4.7,37.5,105,386.8,65.2,15,1,9.0,28.0,0.91,X-Ray Tube Anode
8.4,20334.0,53421.0,176,82.6,84.7,16,5.25,0.9,0.69,46.5,30.4,3,24.4,5.0,41.0,111,394.9,68.5,16,4,5.0,20.0,0.97,X-Ray Tube Anode
2.4,5299.0,19667.0,171,13.5,34.8,5,4.3,0.23,0.17,40.9,26.1,0,31.1,6.3,27.4,84,409.3,86.7,8,3,51.0,164.0,0.54,Coolant Loop Unit
11.0,27235.0,99603.0,100,98.0,86.2,25,5.45,1.04,0.7,47.7,31.1,2,18.4,5.6,41.0,115,385.2,62.3,22,5,5.0,13.0,0.98,X-Ray Tube Anode
10.0,21168.0,81979.0,129,72.2,70.1,14,5.25,0.78,0.61,45.1,28.1,1,23.4,5.9,38.3,104,416.4,59.5,13,3,7.6,23.0,0.91,X-Ray Tube Anode
11.4,27336.0,103380.0,57,98.0,82.3,22,5.31,1.0,0.79,50.5,31.3,1,22.4,5.4,39.6,109,398.9,60.4,19,4,5.0,14.0,0.94,X-Ray Tube Anode
8.8,16309.0,57484.0,144,71.2,65.7,14,5.05,0.76,0.48,47.4,27.3,2,29.6,5.0,37.9,99,412.9,62.8,8,0,24.6,93.0,0.76,X-Ray Tube Anode
7.6,15371.0,39633.0,51,59.2,67.0,10,4.79,0.65,0.56,43.3,32.0,1,24.3,5.0,36.0,105,409.3,73.2,11,2,21.7,73.0,0.8,X-Ray Tube Anode
5.3,9807.0,36033.0,112,35.8,53.0,9,4.36,0.44,0.38,44.1,27.5,1,28.3,5.9,31.5,89,401.8,84.3,7,0,40.6,135.0,0.62,Coolant Loop Unit
11.2,27872.0,105030.0,104,98.0,93.1,22,5.49,0.97,0.68,47.1,34.6,0,23.8,4.6,42.5,117,402.1,60.8,21,4,5.0,17.0,0.96,X-Ray Tube Anode
10.5,24809.0,91760.0,127,96.2,86.6,18,5.35,0.95,0.83,51.0,31.7,2,23.9,4.4,42.2,114,415.1,65.7,19,4,5.0,21.0,0.93,X-Ray Tube Anode
1.0,2445.0,7977.0,55,18.8,24.9,2,4.43,0.36,0.01,36.4,23.2,2,32.2,7.0,25.5,77,391.5,99.8,2,1,67.8,221.0,0.29,Coolant Loop Unit
0.8,1973.0,5622.0,1,9.0,17.5,2,4.16,0.21,0.27,47.6,25.9,1,31.7,8.1,22.5,67,399.1,96.3,2,2,65.3,223.0,0.38,Coolant Loop Unit
4.8,8980.0,33838.0,90,26.5,36.0,6,4.49,0.31,0.27,38.1,26.5,1,27.1,5.8,29.4,84,395.3,87.7,4,2,52.0,175.0,0.48,Coolant Loop Unit
9.8,20329.0,72998.0,156,89.6,82.0,19,5.44,0.89,0.58,49.9,34.7,1,20.1,5.1,41.0,117,393.3,63.8,20,5,5.0,18.0,0.93,X-Ray Tube Anode
11.9,21926.0,87071.0,53,98.0,90.8,21,5.38,1.03,0.63,47.9,32.2,0,21.1,5.5,39.9,109,409.2,54.6,18,4,5.0,11.0,0.93,X-Ray Tube Anode
2.2,4343.0,11871.0,73,21.3,25.1,3,4.46,0.26,0.2,37.9,24.3,2,30.4,6.9,29.8,86,403.1,88.2,4,1,57.6,195.0,0.41,Coolant Loop Unit
7.3,14376.0,40806.0,108,64.6,75.0,14,5.01,0.61,0.43,47.7,32.5,1,26.9,5.2,35.9,102,402.9,76.2,8,2,18.7,63.0,0.84,X-Ray Tube Anode
4.9,10387.0,29267.0,150,51.3,53.2,11,4.63,0.49,0.32,39.4,29.9,1,27.0,5.7,32.9,96,402.9,81.2,7,2,36.6,118.0,0.63,X-Ray Tube Anode
11.7,23168.0,85463.0,8,79.4,82.6,15,5.25,0.73,0.77,48.5,32.1,2,23.1,6.1,45.5,120,406.2,56.9,15,8,5.0,26.0,0.96,High Voltage Power Supply
10.2,19052.0,52971.0,177,91.1,84.5,18,5.11,0.86,0.6,49.7,37.1,8,21.1,5.1,42.8,116,398.5,65.6,16,5,5.0,19.0,0.96,X-Ray Tube Anode
10.1,19442.0,50550.0,42,86.6,73.2,18,5.1,0.82,0.49,50.6,30.4,2,26.0,5.6,36.3,110,408.6,58.8,14,3,5.0,22.0,0.95,X-Ray Tube Anode
5.9,11209.0,44812.0,155,48.7,60.1,10,4.63,0.61,0.41,46.2,27.3,0,28.1,5.8,36.6,97,399.2,86.3,6,1,37.1,124.0,0.59,X-Ray Tube Anode
5.3,13077.0,33179.0,167,51.3,60.1,10,4.79,0.56,0.44,40.5,27.7,1,28.6,5.1,35.3,99,400.0,77.0,8,1,33.8,116.0,0.68,X-Ray Tube Anode
3.6,8496.0,31886.0,25,23.3,36.9,5,4.43,0.29,0.23,38.3,26.0,1,29.6,7.0,25.6,72,397.0,88.1,4,2,53.8,177.0,0.45,Coolant Loop Unit
1.1,2845.0,8671.0,38,8.7,26.4,1,4.3,0.11,0.19,42.1,27.4,0,28.2,7.2,24.8,77,398.6,96.6,3,3,62.0,208.0,0.35,Coolant Loop Unit
10.4,22015.0,82829.0,85,91.6,75.9,21,5.16,0.92,0.62,53.5,30.8,1,24.4,5.8,37.5,104,402.4,62.0,17,5,5.0,13.0,0.91,X-Ray Tube Anode
9.8,19646.0,65459.0,152,69.7,71.9,13,5.19,0.64,0.56,47.9,33.0,3,25.0,4.7,37.9,102,399.6,67.9,12,1,11.6,41.0,0.9,X-Ray Tube Anode
12.0,28298.0,109017.0,24,98.0,96.8,19,5.5,0.96,0.78,50.5,34.3,0,23.3,5.2,44.0,130,393.4,59.5,16,4,5.0,26.0,0.97,X-Ray Tube Anode
12.0,24262.0,94362.0,60,87.6,73.2,19,5.22,0.99,0.5,51.0,32.4,1,23.4,5.5,39.2,102,398.1,56.8,15,5,5.0,22.0,0.9,X-Ray Tube Anode
6.9,13841.0,34791.0,178,52.3,51.9,8,4.76,0.6,0.38,43.1,28.8,1,30.8,5.2,34.6,98,397.3,76.8,5,0,43.2,156.0,0.56,X-Ray Tube Anode
9.3,18339.0,47921.0,111,62.5,71.8,12,4.86,0.65,0.6,46.3,31.2,1,24.2,5.8,35.7,102,398.6,59.7,13,2,14.1,52.0,0.87,X-Ray Tube Anode
11.4,21488.0,61790.0,66,74.3,67.7,16,5.04,0.8,0.62,46.3,31.3,2,23.1,5.8,36.9,108,384.9,58.0,15,0,7.7,28.0,0.93,X-Ray Tube Anode
10.3,20332.0,71241.0,142,84.0,81.9,18,5.0,0.83,0.49,42.2,31.0,0,23.7,4.4,40.5,114,405.7,64.7,11,4,5.0,12.0,0.94,X-Ray Tube Anode
3.3,6852.0,26260.0,53,22.8,36.6,5,4.33,0.26,0.31,50.3,25.6,1,30.1,6.7,29.0,76,398.5,85.3,7,4,43.2,148.0,0.57,High Voltage Power Supply
5.7,12907.0,41171.0,160,47.7,55.3,8,4.9,0.61,0.37,47.4,29.2,1,27.1,5.5,31.3,90,402.5,78.9,5,1,40.5,135.0,0.61,X-Ray Tube Anode
2.0,3661.0,12484.0,106,9.6,25.0,2,4.36,0.13,0.05,34.1,27.9,1,30.7,6.8,24.4,68,403.9,91.5,1,0,80.6,278.0,0.2,Coolant Loop Unit
11.5,22339.0,62165.0,96,98.0,84.6,21,5.62,0.96,0.82,58.3,29.8,3,22.7,5.0,37.5,108,391.1,53.7,17,4,5.0,10.0,0.96,X-Ray Tube Anode
7.5,17679.0,65543.0,176,75.6,63.9,13,5.06,0.8,0.44,46.2,26.6,0,25.2,4.9,37.5,106,404.8,75.6,8,3,17.7,60.0,0.81,X-Ray Tube Anode
3.1,5955.0,23527.0,39,29.5,45.6,4,4.5,0.32,0.28,42.6,27.1,1,28.0,7.1,32.9,90,391.5,88.4,7,1,51.8,176.0,0.46,Coolant Loop Unit
8.2,16777.0,48702.0,168,60.9,67.6,12,4.87,0.68,0.44,42.4,31.7,0,26.5,5.2,39.8,111,402.5,66.7,8,1,26.9,100.0,0.74,X-Ray Tube Anode
7.6,18300.0,59334.0,42,77.2,77.5,16,5.08,0.78,0.55,45.5,31.4,0,26.2,5.6,40.5,110,385.3,77.9,16,3,5.0,12.0,0.97,X-Ray Tube Anode
4.6,8815.0,23176.0,111,33.4,46.3,7,4.5,0.43,0.21,39.6,25.8,1,34.5,6.1,31.6,91,382.0,83.4,5,1,50.5,178.0,0.48,Coolant Loop Unit
1.8,3355.0,11202.0,104,7.2,19.9,3,4.33,0.19,0.04,30.0,24.5,1,32.6,6.7,27.4,73,407.1,93.4,2,2,71.2,246.0,0.29,Coolant Loop Unit
8.2,17591.0,57243.0,77,85.8,70.5,17,5.23,0.86,0.56,45.9,27.9,4,26.5,5.6,35.9,101,404.0,69.9,16,3,5.0,16.0,0.95,X-Ray Tube Anode
6.5,13043.0,35433.0,8,56.8,65.9,11,4.8,0.7,0.43,44.5,30.9,0,26.5,6.0,34.9,98,398.2,82.0,6,0,36.6,126.0,0.6,X-Ray Tube Anode
9.4,20587.0,65119.0,26,86.5,80.4,17,5.43,0.85,0.69,54.1,31.2,1,24.8,5.8,42.1,117,399.3,69.0,17,6,5.0,16.0,0.95,X-Ray Tube Anode
6.5,15315.0,45961.0,140,53.5,53.6,9,5.13,0.65,0.46,43.2,28.3,0,27.1,5.6,32.5,90,386.8,74.2,6,1,34.5,117.0,0.66,X-Ray Tube Anode
10.3,19529.0,64109.0,43,68.0,59.6,12,5.19,0.77,0.75,53.9,29.8,1,25.2,6.1,31.9,90,399.3,56.7,11,2,12.8,47.0,0.86,X-Ray Tube Anode
6.8,15108.0,51041.0,179,60.0,53.2,13,5.0,0.73,0.47,39.3,28.7,0,26.2,5.4,29.9,85,400.3,77.1,9,1,28.9,111.0,0.73,X-Ray Tube Anode
7.0,14971.0,37618.0,110,55.3,55.7,11,4.98,0.61,0.49,49.4,27.9,4,30.1,5.9,31.3,80,395.9,74.3,6,3,19.0,69.0,0.79,X-Ray Tube Anode
10.6,20114.0,73245.0,100,85.4,85.8,18,5.5,0.83,0.48,42.8,33.9,0,25.7,5.4,44.6,118,398.1,60.9,14,5,5.0,18.0,0.98,X-Ray Tube Anode
5.1,11497.0,41040.0,63,51.4,64.4,8,4.93,0.67,0.31,42.2,30.9,1,25.4,6.2,34.7,94,391.5,80.6,7,3,32.3,117.0,0.68,X-Ray Tube Anode
2.0,4065.0,12396.0,49,16.8,39.7,4,4.31,0.23,0.2,40.6,24.1,5,32.2,7.2,26.2,71,387.5,86.5,2,3,49.9,163.0,0.5,Detector Array
0.8,1780.0,4590.0,115,13.7,38.0,3,4.42,0.18,0.09,37.6,26.2,2,30.6,6.2,28.1,81,400.7,96.5,3,2,60.3,203.0,0.42,Coolant Loop Unit
9.2,17060.0,61970.0,155,69.8,77.0,15,5.13,0.72,0.52,46.1,29.6,1,28.2,4.9,40.0,116,389.4,66.1,14,0,13.0,45.0,0.84,X-Ray Tube Anode
7.6,16196.0,63696.0,137,57.8,61.0,11,4.74,0.57,0.42,40.4,27.4,1,25.4,6.1,30.4,89,403.0,70.9,6,4,29.4,95.0,0.75,X-Ray Tube Anode
8.6,17319.0,49535.0,167,67.7,61.8,17,4.97,0.74,0.52,43.8,30.2,2,27.2,5.1,33.6,96,402.1,69.1,18,1,7.9,24.0,0.91,X-Ray Tube Anode
2.9,7006.0,20915.0,65,29.1,46.3,7,4.71,0.33,0.25,43.4,26.9,1,29.7,6.5,27.1,79,407.6,93.4,8,2,42.8,137.0,0.59,Coolant Loop Unit
2.1,3805.0,10563.0,71,22.7,30.1,2,4.2,0.29,0.06,34.5,25.4,1,27.8,7.0,28.5,79,402.0,90.7,1,2,60.8,200.0,0.39,Coolant Loop Unit
0.7,1397.0,4700.0,7,7.4,20.5,3,4.1,0.21,0.14,37.7,23.5,0,35.3,7.7,22.1,63,423.5,100.0,4,1,67.8,229.0,0.3,Coolant Loop Unit
4.5,9611.0,26261.0,80,33.9,38.4,6,4.58,0.44,0.17,34.3,27.2,2,26.5,7.1,27.1,81,396.8,83.6,6,1,52.2,173.0,0.5,X-Ray Tube Anode
7.3,16808.0,51000.0,67,75.0,72.8,17,5.15,0.78,0.51,48.9,31.8,0,22.9,5.4,37.4,98,402.3,77.5,16,1,11.4,41.0,0.9,X-Ray Tube Anode
5.0,11034.0,39121.0,138,47.2,49.5,9,4.56,0.53,0.49,41.7,31.2,0,25.0,6.2,28.9,85,394.3,81.3,9,1,40.8,140.0,0.65,X-Ray Tube Anode
5.5,12539.0,41882.0,101,62.5,56.8,14,4.93,0.66,0.44,47.4,28.6,1,28.4,6.1,34.1,93,407.5,77.0,12,2,17.9,63.0,0.83,X-Ray Tube Anode
10.9,25544.0,78667.0,95,98.0,87.7,23,5.55,0.96,0.79,49.1,30.3,1,22.1,4.9,45.7,128,400.5,67.2,20,7,5.0,14.0,0.94,X-Ray Tube Anode
4.5,10828.0,33895.0,87,35.0,52.0,7,4.63,0.41,0.27,43.9,27.5,2,27.2,5.9,30.8,87,385.1,86.3,5,0,47.9,168.0,0.48,Coolant Loop Unit
6.4,12948.0,43288.0,91,61.2,64.3,12,5.08,0.68,0.54,46.8,31.0,0,26.7,5.7,37.2,107,392.6,80.9,13,1,21.6,76.0,0.77,X-Ray Tube Anode
9.5,20704.0,51942.0,103,78.2,82.3,17,5.05,0.8,0.71,49.0,30.7,1,22.9,5.5,39.9,115,397.9,67.5,17,4,5.0,18.0,0.96,X-Ray Tube Anode
5.1,12084.0,31634.0,126,50.7,49.4,10,4.69,0.58,0.3,46.5,25.7,1,28.9,6.3,29.5,83,389.2,81.5,8,0,38.0,130.0,0.61,X-Ray Tube Anode
7.7,19078.0,72916.0,155,77.8,67.8,16,5.26,0.76,0.52,46.3,29.0,0,25.6,5.4,38.4,103,403.5,75.2,13,5,5.0,16.0,0.97,X-Ray Tube Anode
10.4,25237.0,66042.0,113,98.0,90.1,22,5.43,0.95,0.82,52.0,32.0,1,22.9,4.6,39.6,110,387.9,64.3,21,5,5.0,24.0,0.96,X-Ray Tube Anode
11.4,23524.0,83752.0,4,92.7,84.2,21,5.14,0.9,0.82,55.8,30.5,3,20.5,5.8,37.4,99,397.5,57.4,17,4,5.0,23.0,0.93,X-Ray Tube Anode
2.2,4244.0,16466.0,88,5.0,26.7,2,4.14,0.12,0.06,31.9,25.5,0,33.7,7.2,28.0,87,396.8,92.7,2,2,72.1,243.0,0.27,Coolant Loop Unit
11.2,23902.0,69460.0,151,87.6,87.2,18,5.49,0.95,0.61,40.8,32.3,2,25.5,4.4,41.6,119,407.2,58.9,15,5,5.0,18.0,0.93,X-Ray Tube Anode
6.2,14284.0,43649.0,176,66.1,71.3,13,4.85,0.73,0.42,47.7,31.7,0,26.6,5.1,40.1,109,397.4,73.6,8,1,24.0,80.0,0.77,X-Ray Tube Anode
3.5,7442.0,24956.0,170,33.2,52.1,8,4.74,0.34,0.07,34.1,27.6,0,30.2,5.5,32.3,96,405.9,86.7,5,1,52.7,192.0,0.48,Coolant Loop Unit
5.8,12359.0,47243.0,3,64.7,63.3,15,4.9,0.7,0.38,46.0,30.4,0,25.4,6.9,28.9,83,402.4,77.0,10,1,26.0,87.0,0.73,X-Ray Tube Anode
11.8,28093.0,109924.0,91,98.0,82.7,22,5.38,0.96,0.89,54.8,31.2,3,25.4,4.5,42.5,119,390.0,64.1,18,3,5.0,23.0,0.92,X-Ray Tube Anode
6.2,12657.0,45683.0,3,50.4,56.3,10,4.85,0.52,0.27,37.5,27.1,1,25.8,6.4,33.4,94,416.8,74.3,7,1,37.4,141.0,0.68,X-Ray Tube Anode
4.3,10281.0,27040.0,156,50.4,47.5,12,4.49,0.48,0.33,44.2,26.9,1,24.5,5.5,29.8,86,407.8,82.7,8,3,27.5,95.0,0.73,X-Ray Tube Anode
7.8,16228.0,56859.0,81,60.4,58.0,12,4.71,0.69,0.44,43.4,26.5,0,29.1,6.1,35.6,103,391.5,70.0,9,3,26.0,80.0,0.75,X-Ray Tube Anode
3.3,6620.0,20626.0,159,22.6,30.0,4,4.48,0.24,0.36,39.6,28.3,1,27.1,6.1,28.3,90,390.6,89.9,2,0,61.7,217.0,0.35,Coolant Loop Unit
1.4,2907.0,9318.0,138,9.3,24.4,6,4.2,0.18,0.08,33.6,25.1,0,33.4,7.4,22.2,66,408.9,95.0,3,0,71.7,241.0,0.3,Coolant Loop Unit
2.0,4626.0,11905.0,177,14.9,22.7,2,4.53,0.19,0.29,36.3,23.5,0,29.6,5.8,27.0,75,406.3,97.8,7,2,59.3,198.0,0.43,Coolant Loop Unit
2.0,3725.0,10379.0,94,19.2,24.0,2,4.19,0.31,0.1,38.4,24.3,0,32.1,7.4,24.1,76,404.5,96.6,3,0,72.0,254.0,0.29,Coolant Loop Unit
2.2,4353.0,16045.0,126,5.0,26.6,1,4.34,0.13,0.23,37.2,21.5,1,32.0,7.1,24.7,68,391.4,91.5,3,2,69.0,228.0,0.31,Coolant Loop Unit
2.1,5170.0,16446.0,113,33.8,45.9,5,4.4,0.4,0.21,39.5,29.7,0,29.0,6.3,28.7,83,394.2,88.4,4,1,54.6,193.0,0.46,Coolant Loop Unit
7.9,15133.0,44680.0,149,52.9,61.2,10,4.78,0.57,0.44,44.2,31.3,0,28.5,5.2,33.3,89,409.6,72.6,8,2,29.1,98.0,0.69,X-Ray Tube Anode
2.6,5695.0,17518.0,100,5.8,27.3,0,4.11,0.17,0.14,35.2,25.4,0,30.6,6.8,27.9,75,403.9,90.6,3,2,70.5,230.0,0.28,Coolant Loop Unit
4.5,9870.0,37325.0,53,39.4,39.9,10,4.96,0.46,0.34,37.9,27.3,1,31.2,7.1,28.6,81,393.3,78.9,10,0,44.6,156.0,0.55,X-Ray Tube Anode
10.8,23170.0,83955.0,87,89.7,78.6,21,5.07,0.9,0.63,56.5,29.5,0,24.0,4.6,41.9,114,410.3,60.5,16,3,5.0,6.0,0.97,X-Ray Tube Anode
6.0,13397.0,38964.0,89,52.2,49.1,11,4.81,0.54,0.35,42.6,26.1,1,28.2,5.9,30.4,96,415.2,78.8,8,1,36.1,123.0,0.64,X-Ray Tube Anode
8.2,16034.0,42911.0,54,66.6,73.5,13,4.74,0.62,0.6,53.6,28.3,1,28.0,5.5,38.9,110,395.4,70.5,13,1,10.4,27.0,0.88,X-Ray Tube Anode
2.5,5427.0,15619.0,20,26.9,43.7,4,4.76,0.29,0.24,43.7,27.0,4,31.7,7.2,28.1,88,393.8,87.4,6,1,49.7,167.0,0.49,Detector Array
2.7,5587.0,21683.0,113,35.8,39.1,7,4.69,0.46,0.25,39.5,28.3,2,28.5,6.7,29.4,84,411.2,89.5,7,0,50.8,176.0,0.45,X-Ray Tube Anode
1.0,2195.0,7403.0,49,5.0,20.3,3,4.28,0.13,0.08,37.2,23.9,0,30.1,8.2,19.0,59,412.3,95.3,1,1,77.3,265.0,0.24,Coolant Loop Unit
2.4,4638.0,15308.0,135,24.7,46.7,7,4.72,0.29,0.16,38.9,28.1,0,29.7,5.1,28.8,85,412.2,91.9,4,1,52.6,180.0,0.47,Coolant Loop Unit
3.7,8147.0,27655.0,29,38.3,48.7,6,4.68,0.37,0.25,46.0,29.3,1,25.9,6.3,28.7,91,402.5,83.3,4,1,48.6,170.0,0.52,Coolant Loop Unit
2.5,4893.0,14919.0,48,5.0,29.5,0,4.29,0.06,0.21,42.1,23.1,1,32.5,7.0,25.3,77,395.3,93.6,0,0,74.2,252.0,0.32,Coolant Loop Unit
1.5,3033.0,11253.0,13,5.5,19.1,1,4.29,0.11,0.18,36.6,27.1,2,30.9,8.0,18.0,62,406.6,95.2,3,2,65.3,221.0,0.34,Detector Array
1.9,3686.0,12109.0,3,5.0,17.7,0,4.34,0.19,0.15,39.3,25.9,2,29.7,8.2,22.1,66,396.7,88.4,1,0,80.0,273.0,0.2,Coolant Loop Unit
5.8,11180.0,29909.0,2,48.3,59.5,9,4.71,0.51,0.28,43.7,29.9,0,25.8,6.1,35.0,99,396.3,79.5,9,1,36.9,122.0,0.62,X-Ray Tube Anode
2.9,6832.0,18402.0,16,30.0,44.7,6,4.53,0.39,0.29,37.9,28.8,2,30.9,7.1,25.6,74,400.8,89.1,6,0,52.3,182.0,0.47,Coolant Loop Unit
4.7,9378.0,30998.0,94,40.4,51.9,6,4.81,0.43,0.3,43.1,29.7,0,27.4,5.0,32.1,88,399.6,82.3,7,1,45.9,156.0,0.52,Coolant Loop Unit
6.3,15402.0,60144.0,102,59.2,62.5,10,4.95,0.66,0.35,46.6,29.9,0,25.6,5.8,38.6,102,395.4,72.6,7,0,37.8,132.0,0.6,X-Ray Tube Anode
8.4,20921.0,61980.0,134,82.0,78.7,15,5.17,0.82,0.44,42.0,33.6,0,24.2,4.9,38.9,106,390.9,68.5,14,3,5.0,16.0,0.91,X-Ray Tube Anode
1.0,2094.0,7968.0,45,8.1,30.4,0,4.09,0.11,0.13,35.7,25.0,1,34.3,7.1,23.5,79,397.8,93.8,2,2,69.4,238.0,0.28,Coolant Loop Unit
9.7,18418.0,67155.0,71,70.5,64.7,14,5.27,0.72,0.47,48.9,30.5,2,24.3,5.7,34.7,103,394.4,63.7,9,1,15.8,57.0,0.85,X-Ray Tube Anode
7.7,15922.0,45723.0,133,69.9,66.0,15,4.94,0.82,0.51,45.1,31.9,0,26.6,5.2,38.6,111,388.6,74.7,16,1,11.0,27.0,0.88,X-Ray Tube Anode
1.4,3397.0,8677.0,56,5.0,31.0,2,4.41,0.23,0.08,33.8,21.7,0,33.1,7.2,23.3,63,400.9,91.9,4,1,75.2,248.0,0.24,Coolant Loop Unit
10.5,21695.0,57553.0,127,80.5,72.5,17,5.19,0.85,0.64,51.7,31.4,1,27.0,5.8,38.5,109,401.1,68.7,16,6,5.0,14.0,0.94,X-Ray Tube Anode
11.1,20638.0,74145.0,32,83.5,79.4,18,5.01,0.84,0.57,49.3,32.6,0,25.1,5.2,40.5,121,405.5,67.6,18,4,5.0,16.0,0.95,X-Ray Tube Anode
1.2,2633.0,7371.0,49,7.6,29.4,2,4.48,0.18,0.26,41.0,23.0,0,32.0,7.0,25.3,73,400.8,95.9,4,0,69.5,243.0,0.31,Coolant Loop Unit
3.7,8811.0,26934.0,13,26.4,48.5,6,4.55,0.35,0.36,46.3,28.2,0,29.8,7.1,29.3,88,399.2,82.3,4,0,55.8,192.0,0.44,Coolant Loop Unit
9.8,23032.0,74914.0,158,96.4,86.2,22,5.56,0.97,0.77,55.6,31.2,0,21.7,4.4,44.0,117,405.5,60.9,20,4,5.0,20.0,0.94,X-Ray Tube Anode
9.1,17505.0,62812.0,25,65.4,64.4,14,4.96,0.71,0.52,46.2,30.3,0,25.9,6.3,32.5,95,400.8,68.6,13,2,17.6,68.0,0.84,X-Ray Tube Anode
2.6,5954.0,15897.0,60,17.1,38.8,4,4.51,0.26,0.27,47.0,26.5,0,29.4,6.5,29.0,82,401.9,89.1,3,1,59.6,210.0,0.36,Coolant Loop Unit
2.9,5682.0,17669.0,59,21.3,41.0,2,4.19,0.28,0.21,44.3,25.5,1,29.6,7.0,25.1,75,404.1,86.6,2,2,57.6,191.0,0.41,Coolant Loop Unit
4.8,9296.0,30004.0,156,30.0,45.6,8,4.49,0.31,0.42,38.2,29.1,2,30.6,4.9,33.5,97,395.1,82.4,6,0,47.8,169.0,0.51,Coolant Loop Unit
6.1,14645.0,48492.0,58,58.3,60.1,10,4.71,0.6,0.43,41.5,28.6,0,27.1,5.7,35.8,99,407.4,73.9,7,0,38.0,130.0,0.63,X-Ray Tube Anode
7.6,15028.0,56017.0,20,57.2,56.5,11,4.83,0.66,0.34,35.7,29.2,0,27.2,7.3,31.0,87,400.0,79.5,6,0,41.0,137.0,0.58,X-Ray Tube Anode
4.7,9410.0,25949.0,162,33.5,45.7,7,4.67,0.4,0.14,37.1,29.4,2,27.7,5.2,30.7,87,398.8,84.1,6,0,49.5,167.0,0.49,Coolant Loop Unit
5.8,10477.0,38888.0,133,37.9,54.0,10,4.56,0.46,0.46,41.5,27.1,0,28.4,5.3,34.1,101,407.3,83.5,7,0,45.5,152.0,0.55,Coolant Loop Unit
9.1,21916.0,77569.0,171,95.6,94.6,19,5.48,0.95,0.67,47.4,33.4,1,21.8,3.7,42.2,111,395.9,70.1,17,6,5.0,18.0,0.97,X-Ray Tube Anode
0.9,2171.0,7237.0,57,11.6,20.3,3,4.21,0.15,0.15,41.6,23.7,2,31.1,7.2,22.3,68,396.5,98.1,2,3,57.3,194.0,0.44,Coolant Loop Unit
3.4,7620.0,27045.0,54,16.8,30.3,3,4.53,0.24,0.37,37.9,25.2,1,30.1,7.1,25.5,80,403.6,84.4,4,0,62.6,219.0,0.39,Coolant Loop Unit
8.7,20237.0,63100.0,112,88.0,80.9,19,5.45,0.84,0.46,45.5,34.9,1,21.2,5.4,36.4,105,401.4,60.6,12,5,5.0,27.0,0.95,X-Ray Tube Anode
10.8,20580.0,55722.0,173,86.5,90.1,19,5.39,0.82,0.57,47.9,33.5,0,21.0,4.4,44.9,123,426.3,64.3,15,3,5.0,15.0,0.96,X-Ray Tube Anode
6.4,13540.0,47372.0,86,57.8,64.0,10,4.84,0.68,0.39,43.4,30.2,1,26.2,5.6,39.5,108,408.0,76.7,10,2,25.0,79.0,0.74,X-Ray Tube Anode
6.6,13542.0,44513.0,37,61.3,61.0,14,4.62,0.63,0.47,45.7,30.1,2,24.6,6.9,38.1,106,380.9,82.5,11,1,20.6,73.0,0.79,X-Ray Tube Anode
1.7,3232.0,11180.0,84,13.0,19.7,3,4.44,0.18,0.08,30.1,25.0,0,33.9,7.0,19.0,60,402.2,91.6,3,0,74.9,259.0,0.23,Coolant Loop Unit
5.6,12082.0,36332.0,48,53.3,58.6,11,4.82,0.66,0.28,38.6,26.3,1,25.8,6.2,35.7,104,385.3,79.3,9,0,35.0,121.0,0.66,X-Ray Tube Anode
6.6,16195.0,62518.0,118,61.1,54.7,11,4.79,0.69,0.39,48.1,32.0,1,24.9,5.8,31.6,91,396.7,74.8,9,0,28.4,89.0,0.68,X-Ray Tube Anode
3.3,6011.0,20325.0,48,30.8,48.3,7,4.49,0.36,0.3,38.1,25.6,2,31.0,6.9,30.0,78,401.4,91.5,6,0,51.6,171.0,0.46,Coolant Loop Unit
3.6,7207.0,18941.0,112,30.6,46.5,5,4.78,0.4,0.18,44.0,30.2,0,25.3,5.6,29.0,88,396.3,79.2,6,2,51.6,176.0,0.52,Coolant Loop Unit
4.8,9413.0,29883.0,110,26.6,37.9,4,4.35,0.33,0.26,36.4,27.5,3,30.8,6.0,29.7,86,382.5,83.3,4,1,53.3,178.0,0.46,Coolant Loop Unit
0.7,1437.0,5224.0,6,14.0,28.4,2,4.44,0.19,0.14,33.5,25.7,2,29.9,7.9,19.2,57,400.5,94.5,3,1,70.7,235.0,0.3,Coolant Loop Unit
4.2,10240.0,37799.0,162,39.9,55.9,10,4.71,0.48,0.27,38.0,28.2,1,26.7,6.1,30.5,92,395.5,84.5,7,1,44.1,161.0,0.53,X-Ray Tube Anode
2.9,6238.0,20221.0,78,22.8,31.7,4,4.42,0.29,0.08,40.1,29.7,2,30.1,6.7,21.7,71,405.1,93.4,4,2,57.1,189.0,0.44,Coolant Loop Unit
